Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,No,Travel_Rarely,1162,Human Resources,5,2,Marketing,1,281,3,Female,78,3,4,Manager,4,Single,14964,23450,3,Y,Yes,17,3,2,80,1,8,4,2,6,3,1,3
22,Yes,Travel_Rarely,998,Research & Development,1,2,Marketing,1,283,4,Male,92,3,2,Manufacturing Director,1,Single,8433,25029,3,Y,Yes,14,3,3,80,0,9,5,3,5,4,2,1
53,No,Travel_Frequently,207,Research & Development,4,3,Medical,1,285,3,Male,69,3,1,Laboratory Technician,3,Married,3396,20798,2,Y,Yes,16,3,2,80,2,6,4,3,2,1,0,1
49,No,Travel_Rarely,1386,Research & Development,6,2,Medical,1,287,3,Male,85,3,1,Research Scientist,2,Married,5095,13374,1,Y,No,21,3,1,80,1,10,2,3,5,5,1,2
25,No,Travel_Rarely,1121,Research & Development,10,3,Technical Degree,1,289,2,Male,77,3,1,Research Scientist,1,Married,6905,3087,0,Y,No,13,4,2,80,0,17,2,3,12,9,3,7
43,Yes,Travel_Rarely,495,Research & Development,6,4,Technical Degree,1,291,2,Female,66,3,2,Manufacturing Director,3,Single,7990,5874,0,Y,Yes,11,3,4,80,1,8,2,1,4,2,0,1
32,No,Travel_Rarely,1402,Research & Development,26,4,Life Sciences,1,293,1,Male,41,2,4,Manager,3,Single,20638,12739,2,Y,No,13,3,2,80,0,40,3,2,36,19,6,15
39,No,Travel_Rarely,1058,Research & Development,7,3,Life Sciences,1,295,3,Male,61,3,2,Manufacturing Director,4,Single,10939,21544,5,Y,Yes,23,3,4,80,0,23,6,2,19,9,6,13
40,No,Travel_Rarely,628,Research & Development,16,3,Human Resources,1,297,3,Female,52,3,1,Laboratory Technician,4,Married,4194,8499,0,Y,No,19,4,1,80,1,3,5,2,1,1,0,1
35,Yes,Travel_Rarely,433,Research & Development,2,3,Life Sciences,1,299,4,Male,50,3,2,Manufacturing Director,4,Single,8130,11584,2,Y,No,12,3,3,80,1,11,4,2,6,5,2,4
30,No,Travel_Rarely,326,Sales,8,2,Technical Degree,1,301,3,Female,41,3,2,Sales Executive,3,Married,7371,11707,2,Y,Yes,11,4,1,80,1,11,0,3,5,4,1,3
31,No,Travel_Rarely,1315,Research & Development,4,4,Life Sciences,1,303,3,Female,78,3,1,Research Scientist,3,Married,4338,4693,2,Y,Yes,17,4,1,80,0,5,0,2,1,1,0,1
29,Yes,Travel_Rarely,420,Research & Development,17,2,Life Sciences,1,305,2,Male,76,3,1,Laboratory Technician,3,Single,3931,4903,5,Y,Yes,16,3,3,80,0,9,6,3,5,4,1,1
29,No,Travel_Rarely,441,Research & Development,6,1,Life Sciences,1,307,4,Female,91,2,4,Manager,3,Single,13622,8051,2,Y,Yes,11,3,3,80,3,11,6,3,5,5,2,2
36,Yes,Travel_Rarely,1151,Human Resources,19,4,Life Sciences,1,309,3,Male,67,2,1,Human Resources,3,Divorced,4038,16353,4,Y,No,23,3,2,80,0,17,2,3,13,10,4,7
30,No,Non-Travel,1437,Research & Development,13,2,Life Sciences,1,311,3,Male,55,3,2,Manufacturing Director,4,Married,8570,14655,2,Y,No,16,4,3,80,1,18,2,2,15,7,6,12
43,Yes,Travel_Rarely,1338,Sales,5,3,Medical,1,313,2,Male,69,3,2,Sales Executive,2,Single,8426,23760,1,Y,Yes,17,3,4,80,1,18,2,3,13,11,4,8
50,No,Travel_Rarely,117,Sales,3,1,Medical,1,315,3,Male,45,3,1,Sales Representative,4,Married,5687,2220,2,Y,No,20,3,1,80,0,21,3,4,18,10,0,9
32,No,Travel_Rarely,1233,Research & Development,4,2,Other,1,317,3,Female,48,3,1,Research Scientist,1,Married,4880,8416,3,Y,No,13,3,1,80,2,9,0,2,8,8,0,2
39,No,Travel_Rarely,732,Sales,6,2,Medical,1,319,3,Female,79,3,2,Sales Executive,2,Divorced,8510,5012,3,Y,No,16,3,3,80,0,10,0,3,8,5,2,4
41,Yes,Travel_Frequently,592,Research & Development,13,1,Medical,1,321,4,Male,85,3,2,Manufacturing Director,2,Single,7634,9544,1,Y,No,16,3,1,80,1,15,2,3,12,6,1,6
41,No,Travel_Rarely,911,Research & Development,8,3,Medical,1,323,4,Male,58,2,1,Research Scientist,3,Divorced,6000,7366,0,Y,No,23,3,4,80,1,10,6,3,5,2,1,4
38,No,Non-Travel,369,Research & Development,15,4,Medical,1,325,4,Female,67,3,2,Manufacturing Director,1,Married,8084,26433,2,Y,No,12,3,3,80,1,12,4,3,9,7,3,4
44,Yes,Travel_Frequently,1098,Research & Development,20,3,Medical,1,327,3,Male,90,3,2,Healthcare Representative,4,Divorced,8600,17749,1,Y,Yes,18,3,3,80,1,13,2,3,9,4,2,4
41,No,Travel_Rarely,234,Research & Development,8,4,Life Sciences,1,329,4,Male,65,3,3,Research Director,4,Married,11271,24073,3,Y,No,16,4,3,80,1,13,1,3,10,9,2,3
26,No,Travel_Rarely,611,Sales,3,2,Life Sciences,1,331,4,Male,39,3,2,Sales Executive,3,Divorced,8089,6268,3,Y,No,20,3,3,80,1,18,4,3,15,8,4,3
45,No,Travel_Rarely,500,Research & Development,11,3,Life Sciences,1,333,2,Female,76,3,1,Laboratory Technician,3,Married,4643,23831,2,Y,No,20,4,1,80,2,8,5,4,4,2,0,2
45,No,Travel_Rarely,1206,Research & Development,28,2,Life Sciences,1,335,2,Male,73,3,1,Research Scientist,4,Married,4839,22602,2,Y,No,11,3,4,80,2,9,1,3,4,2,1,2
30,No,Travel_Rarely,744,Research & Development,15,3,Medical,1,337,2,Female,91,3,4,Manager,4,Single,18736,19019,5,Y,No,13,3,3,80,1,33,3,2,27,13,8,15
37,No,Travel_Rarely,178,Research & Development,10,3,Life Sciences,1,339,1,Female,36,3,3,Research Director,3,Divorced,10165,13055,3,Y,No,12,3,2,80,1,9,2,3,4,2,1,3
43,No,Travel_Rarely,1431,Sales,4,3,Technical Degree,1,341,1,Male,98,3,1,Sales Representative,4,Married,4559,4737,1,Y,No,15,4,3,80,1,10,4,3,6,3,1,1
35,No,Travel_Rarely,720,Research & Development,7,4,Technical Degree,1,343,1,Male,48,3,2,Healthcare Representative,3,Married,7560,23734,1,Y,No,21,4,1,80,0,16,5,2,11,6,4,6
47,No,Travel_Rarely,1149,Research & Development,2,3,Human Resources,1,345,3,Female,62,3,1,Laboratory Technician,3,Divorced,3820,15623,1,Y,No,11,3,1,80,0,4,5,3,1,0,0,1
58,No,Travel_Frequently,266,Research & Development,3,3,Technical Degree,1,347,2,Male,53,2,1,Laboratory Technician,2,Married,3935,4696,4,Y,No,15,3,3,80,0,11,0,3,5,3,0,2
30,No,Travel_Rarely,784,Research & Development,11,4,Life Sciences,1,349,2,Female,52,3,1,Research Scientist,3,Married,4398,11691,1,Y,No,21,3,3,80,2,4,5,3,3,2,1,2
24,Yes,Travel_Frequently,944,Research & Development,1,2,Medical,1,351,3,Female,82,2,2,Manufacturing Director,1,Married,8087,13453,5,Y,No,22,3,3,80,1,4,1,2,2,1,1,1
40,No,Travel_Rarely,560,Sales,6,3,Life Sciences,1,353,4,Female,50,3,2,Sales Executive,2,Married,10089,3656,1,Y,No,17,4,2,80,2,19,1,2,15,8,4,7
43,No,Travel_Rarely,1274,Research & Development,3,4,Marketing,1,355,4,Female,66,3,2,Healthcare Representative,4,Divorced,8538,21742,0,Y,No,19,3,3,80,1,18,5,3,13,7,3,4
35,No,Travel_Rarely,1163,Sales,3,3,Technical Degree,1,357,3,Female,78,2,4,Manager,4,Single,14000,8464,1,Y,Yes,13,4,1,80,0,6,2,3,3,2,1,1
50,No,Travel_Rarely,899,Research & Development,9,2,Technical Degree,1,359,3,Female,54,3,2,Manufacturing Director,4,Single,10490,3896,0,Y,No,13,3,3,80,0,20,1,3,16,9,6,5
25,No,Travel_Rarely,871,Research & Development,4,3,Medical,1,361,2,Male,68,3,1,Research Scientist,3,Divorced,6408,4108,8,Y,Yes,11,3,3,80,1,18,3,3,16,12,4,11
43,No,Travel_Rarely,1463,Research & Development,2,3,Marketing,1,363,2,Male,59,3,1,Research Scientist,3,Single,7708,11353,6,Y,No,15,3,3,80,2,22,1,2,18,17,5,7
31,No,Travel_Frequently,273,Sales,5,3,Life Sciences,1,365,2,Male,72,3,2,Sales Executive,1,Married,10051,2125,1,Y,Yes,15,3,4,80,2,22,4,2,17,6,2,14
53,No,Travel_Rarely,686,Sales,2,2,Life Sciences,1,367,2,Female,83,3,2,Sales Executive,4,Married,8211,5775,1,Y,No,14,3,4,80,1,15,3,3,9,4,1,7
55,No,Travel_Rarely,653,Research & Development,19,4,Marketing,1,369,4,Male,61,3,1,Research Scientist,1,Married,4696,22671,4,Y,Yes,12,3,4,80,1,9,0,2,5,2,1,3
30,No,Travel_Frequently,1220,Sales,13,4,Medical,1,371,1,Female,78,3,4,Manager,2,Married,16756,13477,1,Y,No,13,3,4,80,1,20,2,3,13,8,2,9
32,No,Travel_Rarely,266,Sales,13,3,Other,1,373,2,Male,31,3,1,Sales Representative,3,Divorced,5959,20624,2,Y,Yes,12,3,4,80,0,10,3,2,6,2,2,1
45,Yes,Travel_Rarely,297,Research & Development,4,3,Life Sciences,1,375,1,Female,76,2,1,Research Scientist,2,Single,5175,18972,3,Y,No,22,3,4,80,0,11,1,3,9,6,1,5
33,No,Travel_Rarely,539,Research & Development,11,4,Technical Degree,1,377,3,Male,52,3,1,Laboratory Technician,1,Married,5311,21478,1,Y,No,23,3,4,80,1,6,3,3,5,5,2,4
36,Yes,Travel_Frequently,658,Research & Development,9,2,Medical,1,379,2,Female,35,3,1,Laboratory Technician,4,Single,3341,8526,0,Y,Yes,11,3,4,80,0,9,6,3,7,2,2,2
37,No,Travel_Rarely,613,Research & Development,4,2,Marketing,1,381,3,Male,70,3,1,Laboratory Technician,2,Single,4251,5227,0,Y,No,12,3,1,80,1,5,2,3,3,2,1,1
19,Yes,Travel_Rarely,1225,Sales,8,3,Marketing,1,383,1,Male,71,2,1,Sales Representative,1,Divorced,3562,11308,1,Y,Yes,21,3,1,80,0,14,2,3,12,10,2,3
37,No,Travel_Rarely,1305,Sales,2,4,Technical Degree,1,385,2,Male,82,3,4,Manager,1,Divorced,14559,11017,2,Y,No,11,3,4,80,0,12,2,3,10,4,2,6
31,No,Travel_Frequently,955,Research & Development,3,1,Life Sciences,1,387,1,Female,68,3,1,Laboratory Technician,2,Single,2573,20087,3,Y,No,22,3,3,80,1,5,3,3,2,1,0,1
32,No,Travel_Rarely,513,Research & Development,8,5,Human Resources,1,389,3,Male,39,4,4,Manager,1,Single,15774,25231,3,Y,Yes,14,3,4,80,1,12,4,3,6,4,1,3
50,No,Non-Travel,590,Research & Development,5,3,Life Sciences,1,391,1,Male,79,3,2,Healthcare Representative,4,Single,8776,17786,2,Y,No,15,4,2,80,0,16,6,3,14,5,5,9
25,No,Travel_Rarely,1339,Sales,10,3,Life Sciences,1,393,3,Female,37,3,2,Sales Executive,2,Single,6411,14135,0,Y,No,18,3,3,80,3,13,6,3,4,3,1,1
44,No,Travel_Frequently,641,Sales,4,2,Medical,1,395,3,Female,30,3,4,Manager,4,Married,13842,24601,3,Y,Yes,13,3,4,80,0,7,6,3,4,2,1,3
34,Yes,Travel_Rarely,350,Sales,6,2,Marketing,1,397,3,Female,98,4,2,Sales Executive,1,Married,5728,26427,1,Y,Yes,12,3,4,80,1,9,2,3,6,4,2,1
34,No,Travel_Rarely,852,Sales,8,4,Medical,1,399,2,Male,30,3,4,Manager,3,Single,14148,19889,2,Y,Yes,19,3,1,80,2,9,6,4,4,3,1,1
44,No,Travel_Frequently,783,Research & Development,4,4,Marketing,1,401,2,Male,96,3,1,Laboratory Technician,3,Married,7729,9032,2,Y,No,25,3,4,80,0,22,3,3,20,10,2,8
40,No,Travel_Rarely,344,Research & Development,6,3,Medical,1,403,1,Female,56,2,2,Healthcare Representative,3,Married,5949,20628,0,Y,No,17,3,4,80,2,12,5,3,4,2,2,3
42,No,Travel_Rarely,1328,Research & Development,9,4,Life Sciences,1,405,3,Male,90,3,2,Healthcare Representative,3,Single,8172,12430,4,Y,No,19,3,2,80,1,11,3,2,5,2,1,4
46,No,Travel_Rarely,587,Sales,22,4,Human Resources,1,407,3,Female,77,3,4,Manager,4,Married,14624,25464,3,Y,No,22,3,2,80,0,4,1,3,1,1,0,0
34,Yes,Travel_Rarely,135,Research & Development,4,3,Life Sciences,1,409,3,Male,52,3,2,Healthcare Representative,2,Single,5898,21519,4,Y,Yes,13,3,1,80,1,8,2,3,6,5,2,2
31,No,Travel_Rarely,1222,Research & Development,5,3,Technical Degree,1,411,3,Male,73,3,1,Research Scientist,3,Single,5307,8085,1,Y,No,14,3,1,80,2,15,4,3,13,6,3,10
27,No,Travel_Rarely,468,Research & Development,15,3,Life Sciences,1,413,4,Male,69,3,1,Research Scientist,4,Divorced,6068,16986,5,Y,No,12,3,3,80,1,16,4,3,12,9,5,7
29,No,Travel_Rarely,1058,Sales,18,3,Medical,1,415,3,Male,40,2,2,Sales Executive,1,Single,7857,14781,5,Y,No,11,3,1,80,1,23,1,3,12,9,1,4
60,No,Travel_Rarely,357,Research & Development,12,1,Medical,1,417,1,Male,40,3,1,Research Scientist,1,Married,5724,25616,4,Y,No,18,4,2,80,0,15,5,1,11,10,2,6
48,No,Travel_Rarely,600,Research & Development,17,3,Life Sciences,1,419,3,Male,60,3,2,Manufacturing Director,2,Single,10064,16998,4,Y,Yes,12,3,4,80,0,29,0,3,23,13,1,18
25,No,Travel_Rarely,753,Research & Development,4,1,Life Sciences,1,421,1,Female,89,2,1,Research Scientist,3,Divorced,4048,16595,0,Y,No,11,3,3,80,1,10,1,3,9,8,1,2
25,No,Travel_Frequently,819,Sales,16,4,Life Sciences,1,423,3,Male,84,2,4,Manager,2,Divorced,13507,9942,0,Y,No,14,4,3,80,1,10,1,2,5,3,2,1
41,Yes,Travel_Rarely,1227,Research & Development,14,4,Life Sciences,1,425,2,Female,53,2,1,Laboratory Technician,2,Married,4433,26744,0,Y,Yes,11,3,2,80,2,10,6,1,5,4,0,2
42,No,Travel_Rarely,578,Research & Development,3,2,Life Sciences,1,427,1,Female,91,3,2,Healthcare Representative,3,Married,7328,18560,1,Y,No,12,3,4,80,1,11,3,3,6,2,2,4
42,No,Non-Travel,339,Sales,6,3,Medical,1,429,4,Male,48,2,2,Sales Executive,3,Divorced,5975,19552,2,Y,No,11,4,4,80,0,6,0,3,4,2,1,1
35,No,Travel_Rarely,467,Research & Development,1,3,Marketing,1,431,3,Male,69,3,2,Healthcare Representative,2,Married,6891,18970,4,Y,No,20,4,3,80,0,15,5,3,10,9,2,7
36,No,Travel_Frequently,1414,Research & Development,9,3,Medical,1,433,2,Female,46,3,3,Research Director,2,Single,10782,18438,2,Y,No,19,3,4,80,0,18,1,3,13,11,2,9
40,Yes,Travel_Frequently,1081,Sales,16,2,Technical Degree,1,435,1,Female,79,3,1,Sales Representative,3,Married,5190,8777,4,Y,No,20,3,4,80,0,10,3,3,5,3,0,3
38,No,Travel_Frequently,248,Research & Development,5,3,Medical,1,437,3,Female,41,3,1,Laboratory Technician,4,Married,8603,10327,2,Y,Yes,20,3,4,80,1,20,1,2,16,11,7,4
18,No,Travel_Rarely,831,Sales,3,2,Medical,1,439,4,Female,44,3,4,Manager,3,Married,13817,25923,2,Y,No,22,3,4,80,0,7,3,3,3,2,1,3
35,No,Travel_Frequently,500,Sales,3,1,Medical,1,441,3,Female,68,3,2,Sales Executive,4,Married,3635,7142,1,Y,No,12,3,1,80,2,5,5,2,1,0,0,1
29,Yes,Travel_Frequently,693,Research & Development,8,1,Medical,1,443,4,Male,42,3,1,Laboratory Technician,2,Single,4646,10729,2,Y,Yes,21,3,2,80,1,9,4,3,5,2,0,2
38,No,Travel_Rarely,387,Research & Development,12,1,Medical,1,445,1,Male,48,3,1,Laboratory Technician,2,Divorced,4457,12401,1,Y,Yes,15,4,1,80,2,3,3,3,1,0,0,1
60,No,Travel_Rarely,233,Research & Development,22,4,Life Sciences,1,447,3,Female,86,3,1,Research Scientist,3,Married,3796,9927,1,Y,No,12,3,1,80,1,6,5,3,4,3,0,3
40,No,Travel_Rarely,324,Research & Development,1,4,Technical Degree,1,449,3,Male,89,3,1,Laboratory Technician,4,Divorced,5972,20591,2,Y,No,17,4,1,80,1,14,3,3,9,5,3,4
34,No,Travel_Rarely,736,Research & Development,21,3,Marketing,1,451,3,Female,85,2,1,Research Scientist,3,Married,4514,4565,3,Y,No,13,3,4,80,1,7,3,3,2,1,1,1
45,Yes,Travel_Rarely,707,Human Resources,9,3,Life Sciences,1,453,1,Male,54,3,1,Human Resources,4,Single,6195,20112,1,Y,No,11,3,2,80,3,14,3,3,8,7,2,2
41,No,Travel_Rarely,948,Research & Development,16,2,Marketing,1,455,3,Male,33,3,1,Research Scientist,4,Married,3788,23880,2,Y,No,11,3,4,80,1,9,5,2,5,2,2,4
41,No,Travel_Rarely,999,Sales,13,3,Life Sciences,1,457,3,Female,81,3,4,Manager,1,Divorced,15603,17025,4,Y,No,14,3,3,80,1,16,2,2,11,8,1,8
42,Yes,Travel_Rarely,925,Research & Development,8,2,Life Sciences,1,459,3,Male,36,3,1,Laboratory Technician,1,Single,3834,2707,4,Y,No,19,3,2,80,1,4,1,3,2,2,0,1
56,No,Travel_Rarely,1017,Sales,8,3,Life Sciences,1,461,3,Male,97,3,4,Manager,1,Single,15627,19624,2,Y,No,13,4,3,80,0,11,3,3,5,2,2,3
27,No,Travel_Rarely,510,Research & Development,11,4,Marketing,1,463,3,Male,99,1,1,Laboratory Technician,2,Divorced,3516,6359,1,Y,No,18,3,2,80,1,4,2,4,4,2,0,3
41,No,Non-Travel,473,Research & Development,7,2,Marketing,1,465,3,Female,74,3,1,Research Scientist,1,Single,6043,19959,1,Y,No,11,3,4,80,3,14,2,2,9,6,2,3
28,No,Travel_Rarely,184,Research & Development,7,4,Marketing,1,467,2,Male,38,3,1,Laboratory Technician,4,Divorced,4365,21373,2,Y,No,14,3,4,80,0,8,6,3,5,3,1,3
42,No,Travel_Rarely,183,Research & Development,12,1,Life Sciences,1,469,2,Female,38,3,1,Laboratory Technician,1,Single,6514,14749,5,Y,No,12,3,1,80,1,13,3,3,11,7,2,4
29,No,Travel_Rarely,581,Sales,4,3,Medical,1,471,3,Male,32,3,2,Sales Executive,2,Divorced,8297,8143,4,Y,No,20,3,4,80,1,17,4,3,9,6,2,6
33,No,Travel_Rarely,1466,Research & Development,17,2,Medical,1,473,4,Female,92,3,1,Laboratory Technician,1,Single,4045,14601,3,Y,No,23,3,4,80,2,11,1,3,7,6,2,2
34,No,Travel_Frequently,371,Research & Development,16,3,Life Sciences,1,475,1,Female,31,3,1,Research Scientist,4,Married,4672,23363,2,Y,No,13,3,1,80,0,12,4,3,6,2,1,4
46,Yes,Non-Travel,105,Research & Development,6,2,Medical,1,477,3,Male,60,3,1,Laboratory Technician,3,Single,7289,14418,2,Y,No,25,3,3,80,0,25,1,3,21,17,1,9
45,No,Travel_Rarely,618,Research & Development,12,3,Life Sciences,1,479,2,Male,67,3,2,Manufacturing Director,4,Married,7614,8222,6,Y,No,18,4,3,80,0,10,0,2,8,4,1,2
26,No,Non-Travel,113,Sales,11,3,Life Sciences,1,481,2,Male,36,3,2,Sales Executive,4,Single,9363,23970,3,Y,Yes,11,3,2,80,0,17,6,2,10,6,2,3
37,No,Travel_Rarely,1126,Sales,5,2,Medical,1,483,3,Female,39,2,2,Sales Executive,3,Single,7574,22544,3,Y,Yes,15,3,4,80,1,15,2,1,10,4,1,6
30,No,Travel_Rarely,916,Sales,13,3,Medical,1,485,3,Male,88,3,4,Manager,2,Single,13500,2568,3,Y,No,20,3,1,80,0,7,2,3,5,3,2,2
25,Yes,Travel_Rarely,586,Research & Development,22,4,Life Sciences,1,487,1,Female,30,3,1,Laboratory Technician,2,Married,3029,19826,2,Y,Yes,15,3,3,80,1,6,5,2,1,1,0,1
35,No,Travel_Frequently,896,Research & Development,17,3,Life Sciences,1,489,3,Male,66,1,1,Research Scientist,2,Married,8133,2946,1,Y,No,16,3,1,80,2,33,0,3,20,8,3,9
34,No,Travel_Rarely,586,Sales,2,2,Life Sciences,1,491,4,Male,54,2,4,Manager,4,Single,14931,14236,0,Y,No,15,3,4,80,0,8,2,3,6,3,2,4
59,No,Travel_Rarely,1291,Research & Development,12,2,Life Sciences,1,493,4,Male,95,3,1,Research Scientist,1,Divorced,5789,10243,1,Y,Yes,14,3,4,80,0,12,2,3,9,5,2,5
41,No,Travel_Frequently,1036,Human Resources,15,4,Life Sciences,1,495,1,Male,34,3,1,Human Resources,1,Married,7118,15231,2,Y,No,11,3,1,80,3,25,2,3,21,9,2,8
24,No,Travel_Rarely,505,Human Resources,5,3,Life Sciences,1,497,3,Male,85,3,4,Manager,3,Married,13736,25353,1,Y,No,17,3,2,80,1,11,3,2,5,4,1,1
32,No,Travel_Rarely,562,Sales,17,3,Medical,1,499,2,Female,71,4,2,Sales Executive,3,Single,8267,13851,4,Y,No,18,3,1,80,0,12,3,2,6,5,2,3
46,No,Travel_Frequently,231,Research & Development,4,2,Medical,1,501,2,Female,93,3,1,Research Scientist,3,Single,5665,17974,6,Y,No,19,4,4,80,0,18,5,2,17,14,1,10
56,No,Travel_Rarely,605,Research & Development,7,3,Marketing,1,503,3,Male,78,1,1,Research Scientist,2,Married,4773,25577,1,Y,No,17,4,1,80,3,7,6,4,5,4,1,3
22,No,Travel_Rarely,732,Sales,4,2,Medical,1,505,3,Female,75,2,2,Sales Executive,4,Married,5993,15815,2,Y,No,14,3,4,80,0,7,2,3,3,2,0,1
20,Yes,Travel_Rarely,335,Research & Development,4,4,Life Sciences,1,507,1,Female,31,1,1,Research Scientist,3,Married,3761,14426,2,Y,No,11,3,4,80,1,5,5,2,2,1,0,1
54,No,Travel_Rarely,122,Research & Development,11,4,Life Sciences,1,509,4,Female,96,2,2,Manufacturing Director,1,Divorced,13612,17957,3,Y,No,21,3,3,80,0,39,4,3,34,25,5,11
40,No,Travel_Rarely,713,Research & Development,2,1,Technical Degree,1,511,4,Male,33,2,1,Research Scientist,4,Married,6029,22871,3,Y,No,14,3,2,80,0,25,5,3,19,12,5,7
29,No,Travel_Rarely,1255,Sales,7,3,Life Sciences,1,513,3,Male,91,3,1,Sales Representative,4,Married,3785,2233,2,Y,Yes,16,4,2,80,2,6,3,3,1,1,0,1
42,Yes,Travel_Rarely,551,Sales,11,2,Life Sciences,1,515,3,Male,56,3,4,Manager,1,Married,14892,22911,4,Y,Yes,12,3,3,80,0,16,0,2,12,11,0,5
18,Yes,Travel_Rarely,373,Research & Development,5,3,Life Sciences,1,517,2,Female,96,3,2,Healthcare Representative,3,Married,9027,14575,1,Y,No,12,3,3,80,0,25,1,3,21,19,3,13
37,No,Travel_Frequently,1124,Research & Development,18,4,Medical,1,519,3,Male,46,3,1,Laboratory Technician,3,Divorced,4741,16364,1,Y,No,11,3,3,80,1,10,6,3,7,4,3,6
40,Yes,Non-Travel,760,Research & Development,7,3,Medical,1,521,2,Male,81,3,1,Research Scientist,1,Married,4150,11321,2,Y,Yes,19,3,3,80,1,11,0,3,6,3,1,2
45,No,Travel_Rarely,265,Human Resources,24,3,Other,1,523,4,Male,86,3,1,Human Resources,4,Married,3877,23087,5,Y,No,17,3,2,80,0,12,1,3,6,5,1,3
28,No,Travel_Rarely,509,Research & Development,2,2,Technical Degree,1,525,1,Male,59,3,1,Laboratory Technician,2,Single,6850,20935,1,Y,No,17,3,4,80,0,21,4,3,19,15,4,15
38,Yes,Non-Travel,396,Research & Development,11,4,Medical,1,527,2,Female,94,3,1,Laboratory Technician,4,Married,3390,23112,4,Y,No,21,3,1,80,0,10,4,2,4,3,1,1
28,No,Travel_Rarely,1216,Sales,9,3,Life Sciences,1,529,3,Male,45,2,2,Sales Executive,3,Married,7892,18999,2,Y,Yes,12,3,3,80,0,7,1,3,4,2,1,2
39,No,Travel_Rarely,1036,Sales,6,3,Life Sciences,1,531,2,Male,56,3,4,Manager,3,Divorced,14247,3924,2,Y,No,12,3,4,80,0,7,1,4,4,3,0,1
29,No,Non-Travel,1102,Sales,8,2,Life Sciences,1,533,2,Female,76,3,2,Sales Executive,2,Single,5492,25728,0,Y,No,12,3,1,80,2,4,2,3,0,0,0,0
33,No,Travel_Frequently,195,Sales,12,3,Life Sciences,1,535,3,Female,43,3,2,Sales Executive,2,Divorced,7698,16988,4,Y,No,14,3,4,80,0,7,2,3,6,4,1,4
28,Yes,Travel_Frequently,670,Research & Development,14,4,Life Sciences,1,537,4,Female,31,3,1,Laboratory Technician,1,Divorced,6590,5928,5,Y,No,20,3,4,80,1,21,6,3,17,15,4,11
43,Yes,Travel_Rarely,999,Research & Development,7,3,Life Sciences,1,539,3,Female,68,3,1,Laboratory Technician,2,Single,5211,20729,5,Y,No,21,3,3,80,0,10,3,3,10,6,0,6
45,No,Travel_Rarely,240,Sales,11,3,Life Sciences,1,541,2,Female,84,4,4,Manager,2,Married,16435,6889,0,Y,No,16,4,1,80,0,14,2,3,11,8,1,8
35,No,Travel_Rarely,1440,Sales,4,3,Life Sciences,1,543,2,Male,55,1,4,Manager,4,Divorced,14600,4772,2,Y,No,17,3,2,80,0,14,0,3,10,6,3,2
37,No,Travel_Rarely,662,Sales,14,4,Human Resources,1,545,2,Male,73,3,4,Manager,2,Divorced,13675,2918,1,Y,No,21,3,2,80,1,11,3,3,7,5,1,6
24,No,Travel_Rarely,1113,Sales,21,3,Medical,1,547,3,Female,98,1,2,Sales Executive,4,Divorced,7690,17275,1,Y,No,17,3,2,80,0,9,0,3,7,3,2,2
34,No,Travel_Rarely,866,Research & Development,15,2,Other,1,549,3,Female,67,3,1,Laboratory Technician,3,Single,5457,7195,2,Y,Yes,13,3,4,80,1,16,2,3,10,6,2,3
36,Yes,Travel_Frequently,932,Research & Development,4,3,Life Sciences,1,551,1,Female,41,2,1,Laboratory Technician,4,Married,4379,26102,5,Y,Yes,18,4,3,80,2,9,2,3,5,3,2,4
60,No,Travel_Frequently,1428,Sales,4,3,Medical,1,553,2,Male,46,3,2,Sales Executive,4,Divorced,6665,17923,2,Y,No,18,3,2,80,0,9,2,2,4,3,2,3
27,No,Travel_Rarely,276,Research & Development,29,4,Life Sciences,1,555,2,Male,54,1,1,Research Scientist,2,Single,4861,6855,2,Y,No,17,3,4,80,1,11,2,4,6,5,2,4
50,No,Travel_Frequently,714,Sales,20,4,Life Sciences,1,557,2,Male,93,3,4,Manager,4,Divorced,12677,15113,2,Y,No,13,4,4,80,0,6,3,3,3,2,1,1
46,No,Travel_Frequently,753,Sales,14,3,Life Sciences,1,559,2,Male,40,2,2,Sales Executive,3,Married,5027,18088,2,Y,No,14,3,2,80,0,6,6,3,4,4,0,3
39,Yes,Travel_Rarely,520,Sales,22,1,Human Resources,1,561,3,Male,47,2,1,Sales Representative,4,Married,6128,17179,2,Y,No,15,3,2,80,0,20,3,3,15,9,5,9
53,No,Travel_Rarely,129,Research & Development,8,4,Other,1,563,2,Female,65,3,1,Research Scientist,3,Married,5282,24627,2,Y,No,12,3,2,80,1,9,1,3,6,5,1,4
40,No,Travel_Rarely,241,Research & Development,14,3,Life Sciences,1,565,3,Male,32,2,1,Research Scientist,3,Divorced,6300,18657,3,Y,No,15,3,4,80,0,21,1,4,9,4,3,8
