Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,ApproxExitDate,SnapshotDate,AttritionFlag,AgeGroup,TenureBand,IncomeBand,SalaryPerYearAtCompany
28,No,Travel_Rarely,1161,Research & Development,6,3,Medical,1,199,3,Female,89,2,1,Laboratory Technician,4,Married,5205,19452,0,Y,Yes,16,3,1,80,2,14,3,3,8,6,3,6,2017-04-13,,2025-12-31,0,26-34,6-10 years,Q2,7807.5
39,No,Travel_Rarely,208,Research & Development,3,4,Life Sciences,1,201,2,Male,51,3,1,Laboratory Technician,2,Married,2888,14126,2,Y,No,19,3,2,80,2,11,2,2,5,2,1,2,2020-06-03,,2025-12-31,0,35-44,4-5 years,Q1 Low,6931.2
38,No,Travel_Rarely,529,Research & Development,9,4,Medical,1,203,1,Male,46,2,1,Research Scientist,1,Single,3757,6993,2,Y,No,16,3,3,80,1,8,2,2,4,1,1,2,2021-05-05,,2025-12-31,0,35-44,4-5 years,Q1 Low,11271.0
30,No,Travel_Rarely,445,Research & Development,2,3,Medical,1,205,3,Male,76,3,2,Manufacturing Director,4,Single,6936,18221,3,Y,No,14,3,3,80,0,7,2,3,5,2,2,1,2020-05-05,,2025-12-31,0,26-34,4-5 years,Q3,16646.4
39,No,Travel_Rarely,480,Research & Development,6,2,Life Sciences,1,207,3,Male,36,3,2,Healthcare Representative,2,Divorced,7252,9707,3,Y,No,13,3,2,80,2,5,2,2,1,1,0,0,2024-10-17,,2025-12-31,0,35-44,0-1 years,Q3,87024.0
32,No,Travel_Rarely,673,Sales,10,4,Technical Degree,1,209,4,Male,46,3,2,Sales Executive,2,Married,8187,9496,1,Y,No,13,3,1,80,0,19,2,1,12,8,3,6,2013-06-25,,2025-12-31,0,26-34,11+ years,Q3,8187.0
34,No,Travel_Rarely,1153,Research & Development,2,4,Life Sciences,1,211,3,Female,91,2,1,Research Scientist,3,Married,3998,8458,1,Y,Yes,20,3,1,80,0,8,4,3,2,2,0,1,2023-01-19,,2025-12-31,0,26-34,2-3 years,Q1 Low,23988.0
52,No,Travel_Rarely,874,Research & Development,13,2,Life Sciences,1,213,4,Female,92,3,1,Research Scientist,4,Married,5738,19826,1,Y,Yes,19,3,4,80,2,16,2,3,10,8,1,7,2015-12-16,,2025-12-31,0,45+,6-10 years,Q2,6885.6
49,No,Non-Travel,257,Sales,9,3,Marketing,1,215,3,Female,36,3,1,Sales Representative,1,Divorced,4567,25467,2,Y,No,19,3,1,80,0,14,0,2,8,4,4,7,2017-09-03,,2025-12-31,0,45+,6-10 years,Q1 Low,6850.5
25,Yes,Non-Travel,1284,Research & Development,15,2,Life Sciences,1,217,3,Male,58,3,1,Laboratory Technician,4,Single,4107,2228,0,Y,No,13,3,4,80,1,10,1,3,7,3,2,2,2018-08-14,2024-10-23,2025-12-31,1,18-25,6-10 years,Q1 Low,7040.571428571428
44,No,Travel_Rarely,1491,Research & Development,14,4,Medical,1,219,2,Female,33,2,1,Laboratory Technician,3,Single,5728,6845,2,Y,Yes,19,3,2,80,1,14,2,1,12,10,2,5,2013-05-31,,2025-12-31,0,35-44,11+ years,Q2,5728.0
44,No,Travel_Rarely,1482,Research & Development,6,4,Marketing,1,221,4,Male,45,3,1,Research Scientist,3,Married,6605,3970,3,Y,No,11,3,1,80,1,13,6,2,10,6,3,3,2015-02-02,,2025-12-31,0,35-44,6-10 years,Q3,7926.0
26,No,Travel_Rarely,722,Research & Development,6,2,Technical Degree,1,223,3,Male,88,3,1,Laboratory Technician,4,Single,4930,24645,3,Y,No,12,3,3,80,2,15,3,3,12,9,3,3,2013-01-25,,2025-12-31,0,26-34,11+ years,Q1 Low,4930.0
44,Yes,Travel_Rarely,649,Sales,12,4,Technical Degree,1,225,2,Female,70,2,1,Sales Representative,4,Married,5518,9952,5,Y,Yes,15,3,1,80,1,15,1,2,11,8,1,4,2014-07-28,2021-04-03,2025-12-31,1,35-44,11+ years,Q2,6019.636363636364
51,No,Travel_Frequently,823,Sales,3,2,Life Sciences,1,227,1,Male,89,3,1,Sales Representative,2,Single,5245,14413,2,Y,Yes,14,3,3,80,0,20,3,3,11,5,4,4,2014-04-17,,2025-12-31,0,45+,11+ years,Q2,5721.818181818182
27,No,Travel_Rarely,748,Research & Development,3,4,Medical,1,229,2,Male,98,3,4,Manager,1,Divorced,16060,6227,2,Y,Yes,12,3,4,80,0,13,4,3,9,3,0,4,2016-09-12,,2025-12-31,0,26-34,6-10 years,Q4 High,21413.333333333332
29,No,Travel_Frequently,769,Sales,5,3,Life Sciences,1,231,3,Female,87,3,2,Sales Executive,4,Divorced,10380,20109,5,Y,No,11,3,1,80,3,26,5,3,20,12,5,6,2005-01-21,,2025-12-31,0,26-34,11+ years,Q4 High,6228.0
46,No,Non-Travel,233,Sales,2,3,Life Sciences,1,233,2,Male,69,2,4,Manager,3,Single,16404,11808,1,Y,No,16,3,4,80,1,12,3,2,9,5,2,5,2016-04-25,,2025-12-31,0,45+,6-10 years,Q4 High,21872.0
39,No,Travel_Rarely,800,Research & Development,3,2,Life Sciences,1,235,2,Female,87,2,1,Laboratory Technician,3,Married,6506,12089,3,Y,No,13,3,3,80,0,33,3,3,26,20,4,21,1999-04-04,,2025-12-31,0,35-44,11+ years,Q2,3002.769230769231
42,No,Travel_Rarely,690,Sales,3,2,Life Sciences,1,237,3,Male,90,2,2,Sales Executive,3,Divorced,7545,18071,1,Y,No,11,4,1,80,1,6,2,2,4,3,1,3,2021-12-14,,2025-12-31,0,35-44,4-5 years,Q3,22635.0
40,No,Travel_Rarely,1375,Research & Development,6,3,Technical Degree,1,239,1,Female,74,3,2,Manufacturing Director,4,Single,5650,12323,1,Y,Yes,14,4,1,80,0,8,0,2,3,3,1,2,2022-05-30,,2025-12-31,0,35-44,2-3 years,Q2,22600.0
40,No,Travel_Rarely,305,Sales,6,3,Life Sciences,1,241,4,Male,77,3,4,Manager,4,Married,15209,24569,1,Y,No,13,3,4,80,0,16,1,3,12,10,4,9,2013-06-01,,2025-12-31,0,35-44,11+ years,Q4 High,15209.0
25,No,Travel_Rarely,247,Sales,16,2,Medical,1,243,3,Male,40,3,4,Manager,4,Single,12925,20866,2,Y,Yes,16,4,1,80,1,7,3,3,1,1,0,0,2024-08-24,,2025-12-31,0,18-25,0-1 years,Q4 High,155100.0
46,No,Travel_Rarely,607,Research & Development,7,2,Medical,1,245,3,Female,85,3,1,Research Scientist,3,Married,6133,7285,3,Y,No,22,3,4,80,0,21,2,2,13,8,6,9,2012-06-16,,2025-12-31,0,45+,11+ years,Q2,5661.2307692307695
48,No,Travel_Frequently,629,Research & Development,8,1,Medical,1,247,1,Male,52,1,1,Research Scientist,2,Single,3745,19834,1,Y,No,13,3,3,80,0,3,4,2,2,2,0,1,2023-07-05,,2025-12-31,0,45+,2-3 years,Q1 Low,22470.0
35,Yes,Travel_Rarely,290,Research & Development,25,4,Human Resources,1,249,2,Male,62,1,2,Manufacturing Director,3,Married,6625,8191,1,Y,Yes,25,3,1,80,1,11,0,4,7,3,2,2,2018-09-17,2024-05-03,2025-12-31,1,35-44,6-10 years,Q3,11357.142857142857
37,No,Travel_Rarely,1308,Research & Development,1,4,Life Sciences,1,251,2,Male,81,3,1,Laboratory Technician,3,Single,5921,23545,3,Y,No,11,3,3,80,2,16,4,3,13,12,5,10,2012-09-21,,2025-12-31,0,35-44,11+ years,Q2,5465.538461538462
23,No,Travel_Rarely,505,Sales,10,1,Medical,1,253,4,Male,57,2,2,Sales Executive,3,Married,5899,22664,1,Y,No,11,3,4,80,1,7,4,4,2,1,0,1,2023-11-20,,2025-12-31,0,18-25,2-3 years,Q2,35394.0
42,No,Travel_Rarely,1340,Sales,7,3,Medical,1,255,3,Male,33,3,2,Sales Executive,3,Married,5663,7941,4,Y,No,18,4,4,80,1,10,3,4,6,5,0,1,2019-03-20,,2025-12-31,0,35-44,6-10 years,Q2,11326.0
42,Yes,Travel_Rarely,187,Research & Development,10,1,Life Sciences,1,257,2,Male,80,3,1,Research Scientist,1,Single,6620,26416,3,Y,No,18,3,3,80,1,15,4,3,14,13,6,9,2011-06-08,2025-02-16,2025-12-31,1,35-44,11+ years,Q3,5674.285714285715
36,No,Travel_Frequently,706,Research & Development,5,4,Medical,1,259,3,Female,39,2,2,Healthcare Representative,3,Divorced,5972,19639,1,Y,No,14,3,4,80,1,5,3,2,1,1,0,1,2024-09-04,,2025-12-31,0,35-44,0-1 years,Q2,71664.0
47,No,Travel_Rarely,373,Research & Development,6,4,Marketing,1,261,2,Male,81,3,1,Research Scientist,4,Single,5458,2400,4,Y,No,13,3,1,80,1,13,0,3,9,4,3,5,2016-03-19,,2025-12-31,0,45+,6-10 years,Q2,7277.333333333333
34,No,Travel_Rarely,1093,Research & Development,19,3,Life Sciences,1,263,4,Male,38,3,1,Research Scientist,4,Married,3762,16002,3,Y,No,19,4,4,80,0,7,1,2,5,3,1,2,2020-02-03,,2025-12-31,0,26-34,4-5 years,Q1 Low,9028.8
42,No,Travel_Rarely,160,Research & Development,12,4,Life Sciences,1,265,4,Male,47,3,1,Research Scientist,3,Divorced,6993,7639,4,Y,Yes,23,4,4,80,0,23,3,2,17,12,4,9,2008-01-15,,2025-12-31,0,35-44,11+ years,Q3,4936.235294117647
28,No,Travel_Rarely,181,Research & Development,7,4,Life Sciences,1,267,3,Male,95,3,1,Research Scientist,1,Divorced,2388,23736,4,Y,No,25,3,4,80,1,8,5,3,6,5,1,3,2019-12-14,,2025-12-31,0,26-34,6-10 years,Q1 Low,4776.0
37,No,Travel_Frequently,1201,Sales,4,4,Marketing,1,269,3,Female,69,2,2,Sales Executive,3,Married,11650,12174,2,Y,No,17,4,4,80,0,31,4,3,29,11,6,24,1996-02-25,,2025-12-31,0,35-44,11+ years,Q4 High,4820.689655172414
35,Yes,Travel_Rarely,1444,Research & Development,3,3,Medical,1,271,4,Male,95,3,1,Laboratory Technician,4,Married,4481,15679,1,Y,No,18,3,3,80,1,10,3,2,8,5,2,6,2018-01-01,2025-12-13,2025-12-31,1,35-44,6-10 years,Q1 Low,6721.5
39,No,Travel_Frequently,983,Research & Development,6,2,Medical,1,273,3,Female,51,3,1,Research Scientist,3,Single,4680,17981,0,Y,No,19,4,3,80,0,8,3,3,7,6,0,5,2018-06-01,,2025-12-31,0,35-44,6-10 years,Q1 Low,8022.857142857143
34,No,Travel_Rarely,635,Sales,7,2,Medical,1,275,3,Male,63,3,4,Manager,4,Divorced,14083,12167,3,Y,No,19,3,3,80,0,7,1,3,5,5,1,2,2020-10-06,,2025-12-31,0,26-34,4-5 years,Q4 High,33799.2
36,No,Travel_Rarely,771,Research & Development,25,3,Technical Degree,1,277,4,Female,77,2,1,Research Scientist,3,Divorced,5318,13845,4,Y,No,25,3,2,80,1,8,3,2,6,3,1,2,2019-04-25,,2025-12-31,0,35-44,6-10 years,Q2,10636.0
44,Yes,Travel_Rarely,1389,Human Resources,9,3,Marketing,1,279,3,Male,45,3,1,Human Resources,2,Divorced,4899,5464,1,Y,No,19,3,3,80,2,16,3,2,12,10,4,5,2013-05-26,2024-03-05,2025-12-31,1,35-44,11+ years,Q1 Low,4899.0
33,No,Travel_Rarely,1162,Human Resources,5,2,Marketing,1,281,3,Female,78,3,4,Manager,4,Single,14964,23450,3,Y,Yes,17,3,2,80,1,8,4,2,6,3,1,3,2019-06-09,,2025-12-31,0,26-34,6-10 years,Q4 High,29928.0
22,Yes,Travel_Rarely,998,Research & Development,1,2,Marketing,1,283,4,Male,92,3,2,Manufacturing Director,1,Single,8433,25029,3,Y,Yes,14,3,3,80,0,9,5,3,5,4,2,1,2020-09-06,2022-12-10,2025-12-31,1,18-25,4-5 years,Q3,20239.2
53,No,Travel_Frequently,207,Research & Development,4,3,Medical,1,285,3,Male,69,3,1,Laboratory Technician,3,Married,3396,20798,2,Y,Yes,16,3,2,80,2,6,4,3,2,1,0,1,2023-10-26,,2025-12-31,0,45+,2-3 years,Q1 Low,20376.0
49,No,Travel_Rarely,1386,Research & Development,6,2,Medical,1,287,3,Male,85,3,1,Research Scientist,2,Married,5095,13374,1,Y,No,21,3,1,80,1,10,2,3,5,5,1,2,2020-05-21,,2025-12-31,0,45+,4-5 years,Q2,12228.0
25,No,Travel_Rarely,1121,Research & Development,10,3,Technical Degree,1,289,2,Male,77,3,1,Research Scientist,1,Married,6905,3087,0,Y,No,13,4,2,80,0,17,2,3,12,9,3,7,2013-10-17,,2025-12-31,0,18-25,11+ years,Q3,6905.0
43,Yes,Travel_Rarely,495,Research & Development,6,4,Technical Degree,1,291,2,Female,66,3,2,Manufacturing Director,3,Single,7990,5874,0,Y,Yes,11,3,4,80,1,8,2,1,4,2,0,1,2021-01-28,2022-03-09,2025-12-31,1,35-44,4-5 years,Q3,23970.0
32,No,Travel_Rarely,1402,Research & Development,26,4,Life Sciences,1,293,1,Male,41,2,4,Manager,3,Single,20638,12739,2,Y,No,13,3,2,80,0,40,3,2,36,19,6,15,1989-08-16,,2025-12-31,0,26-34,11+ years,Q4 High,6879.333333333333
39,No,Travel_Rarely,1058,Research & Development,7,3,Life Sciences,1,295,3,Male,61,3,2,Manufacturing Director,4,Single,10939,21544,5,Y,Yes,23,3,4,80,0,23,6,2,19,9,6,13,2006-12-02,,2025-12-31,0,35-44,11+ years,Q4 High,6908.8421052631575
40,No,Travel_Rarely,628,Research & Development,16,3,Human Resources,1,297,3,Female,52,3,1,Laboratory Technician,4,Married,4194,8499,0,Y,No,19,4,1,80,1,3,5,2,1,1,0,1,2024-08-06,,2025-12-31,0,35-44,0-1 years,Q1 Low,50328.0
35,Yes,Travel_Rarely,433,Research & Development,2,3,Life Sciences,1,299,4,Male,50,3,2,Manufacturing Director,4,Single,8130,11584,2,Y,No,12,3,3,80,1,11,4,2,6,5,2,4,2019-01-09,2023-01-20,2025-12-31,1,35-44,6-10 years,Q3,16260.0
30,No,Travel_Rarely,326,Sales,8,2,Technical Degree,1,301,3,Female,41,3,2,Sales Executive,3,Married,7371,11707,2,Y,Yes,11,4,1,80,1,11,0,3,5,4,1,3,2020-03-11,,2025-12-31,0,26-34,4-5 years,Q3,17690.4
31,No,Travel_Rarely,1315,Research & Development,4,4,Life Sciences,1,303,3,Female,78,3,1,Research Scientist,3,Married,4338,4693,2,Y,Yes,17,4,1,80,0,5,0,2,1,1,0,1,2024-09-01,,2025-12-31,0,26-34,0-1 years,Q1 Low,52056.0
29,Yes,Travel_Rarely,420,Research & Development,17,2,Life Sciences,1,305,2,Male,76,3,1,Laboratory Technician,3,Single,3931,4903,5,Y,Yes,16,3,3,80,0,9,6,3,5,4,1,1,2020-12-01,2023-08-20,2025-12-31,1,26-34,4-5 years,Q1 Low,9434.4
29,No,Travel_Rarely,441,Research & Development,6,1,Life Sciences,1,307,4,Female,91,2,4,Manager,3,Single,13622,8051,2,Y,Yes,11,3,3,80,3,11,6,3,5,5,2,2,2020-08-14,,2025-12-31,0,26-34,4-5 years,Q4 High,32692.8
36,Yes,Travel_Rarely,1151,Human Resources,19,4,Life Sciences,1,309,3,Male,67,2,1,Human Resources,3,Divorced,4038,16353,4,Y,No,23,3,2,80,0,17,2,3,13,10,4,7,2012-02-29,2023-04-10,2025-12-31,1,35-44,11+ years,Q1 Low,3727.3846153846152
30,No,Non-Travel,1437,Research & Development,13,2,Life Sciences,1,311,3,Male,55,3,2,Manufacturing Director,4,Married,8570,14655,2,Y,No,16,4,3,80,1,18,2,2,15,7,6,12,2010-12-20,,2025-12-31,0,26-34,11+ years,Q3,6856.0
43,Yes,Travel_Rarely,1338,Sales,5,3,Medical,1,313,2,Male,69,3,2,Sales Executive,2,Single,8426,23760,1,Y,Yes,17,3,4,80,1,18,2,3,13,11,4,8,2012-04-13,2024-10-29,2025-12-31,1,35-44,11+ years,Q3,7777.846153846154
50,No,Travel_Rarely,117,Sales,3,1,Medical,1,315,3,Male,45,3,1,Sales Representative,4,Married,5687,2220,2,Y,No,20,3,1,80,0,21,3,4,18,10,0,9,2007-05-02,,2025-12-31,0,45+,11+ years,Q2,3791.3333333333335
32,No,Travel_Rarely,1233,Research & Development,4,2,Other,1,317,3,Female,48,3,1,Research Scientist,1,Married,4880,8416,3,Y,No,13,3,1,80,2,9,0,2,8,8,0,2,2017-07-03,,2025-12-31,0,26-34,6-10 years,Q1 Low,7320.0
39,No,Travel_Rarely,732,Sales,6,2,Medical,1,319,3,Female,79,3,2,Sales Executive,2,Divorced,8510,5012,3,Y,No,16,3,3,80,0,10,0,3,8,5,2,4,2017-06-23,,2025-12-31,0,35-44,6-10 years,Q3,12765.0
41,Yes,Travel_Frequently,592,Research & Development,13,1,Medical,1,321,4,Male,85,3,2,Manufacturing Director,2,Single,7634,9544,1,Y,No,16,3,1,80,1,15,2,3,12,6,1,6,2013-07-22,2021-10-07,2025-12-31,1,35-44,11+ years,Q3,7634.0
41,No,Travel_Rarely,911,Research & Development,8,3,Medical,1,323,4,Male,58,2,1,Research Scientist,3,Divorced,6000,7366,0,Y,No,23,3,4,80,1,10,6,3,5,2,1,4,2020-11-10,,2025-12-31,0,35-44,4-5 years,Q2,14400.0
38,No,Non-Travel,369,Research & Development,15,4,Medical,1,325,4,Female,67,3,2,Manufacturing Director,1,Married,8084,26433,2,Y,No,12,3,3,80,1,12,4,3,9,7,3,4,2016-10-13,,2025-12-31,0,35-44,6-10 years,Q3,10778.666666666666
44,Yes,Travel_Frequently,1098,Research & Development,20,3,Medical,1,327,3,Male,90,3,2,Healthcare Representative,4,Divorced,8600,17749,1,Y,Yes,18,3,3,80,1,13,2,3,9,4,2,4,2016-11-30,2023-07-28,2025-12-31,1,35-44,6-10 years,Q3,11466.666666666666
41,No,Travel_Rarely,234,Research & Development,8,4,Life Sciences,1,329,4,Male,65,3,3,Research Director,4,Married,11271,24073,3,Y,No,16,4,3,80,1,13,1,3,10,9,2,3,2015-01-28,,2025-12-31,0,35-44,6-10 years,Q4 High,13525.2
26,No,Travel_Rarely,611,Sales,3,2,Life Sciences,1,331,4,Male,39,3,2,Sales Executive,3,Divorced,8089,6268,3,Y,No,20,3,3,80,1,18,4,3,15,8,4,3,2010-10-12,,2025-12-31,0,26-34,11+ years,Q3,6471.2
45,No,Travel_Rarely,500,Research & Development,11,3,Life Sciences,1,333,2,Female,76,3,1,Laboratory Technician,3,Married,4643,23831,2,Y,No,20,4,1,80,2,8,5,4,4,2,0,2,2021-06-09,,2025-12-31,0,45+,4-5 years,Q1 Low,13929.0
45,No,Travel_Rarely,1206,Research & Development,28,2,Life Sciences,1,335,2,Male,73,3,1,Research Scientist,4,Married,4839,22602,2,Y,No,11,3,4,80,2,9,1,3,4,2,1,2,2021-06-14,,2025-12-31,0,45+,4-5 years,Q1 Low,14517.0
30,No,Travel_Rarely,744,Research & Development,15,3,Medical,1,337,2,Female,91,3,4,Manager,4,Single,18736,19019,5,Y,No,13,3,3,80,1,33,3,2,27,13,8,15,1998-11-10,,2025-12-31,0,26-34,11+ years,Q4 High,8327.111111111111
37,No,Travel_Rarely,178,Research & Development,10,3,Life Sciences,1,339,1,Female,36,3,3,Research Director,3,Divorced,10165,13055,3,Y,No,12,3,2,80,1,9,2,3,4,2,1,3,2021-01-12,,2025-12-31,0,35-44,4-5 years,Q4 High,30495.0
43,No,Travel_Rarely,1431,Sales,4,3,Technical Degree,1,341,1,Male,98,3,1,Sales Representative,4,Married,4559,4737,1,Y,No,15,4,3,80,1,10,4,3,6,3,1,1,2019-12-09,,2025-12-31,0,35-44,6-10 years,Q1 Low,9118.0
35,No,Travel_Rarely,720,Research & Development,7,4,Technical Degree,1,343,1,Male,48,3,2,Healthcare Representative,3,Married,7560,23734,1,Y,No,21,4,1,80,0,16,5,2,11,6,4,6,2014-12-04,,2025-12-31,0,35-44,11+ years,Q3,8247.272727272728
47,No,Travel_Rarely,1149,Research & Development,2,3,Human Resources,1,345,3,Female,62,3,1,Laboratory Technician,3,Divorced,3820,15623,1,Y,No,11,3,1,80,0,4,5,3,1,0,0,1,2024-10-19,,2025-12-31,0,45+,0-1 years,Q1 Low,45840.0
58,No,Travel_Frequently,266,Research & Development,3,3,Technical Degree,1,347,2,Male,53,2,1,Laboratory Technician,2,Married,3935,4696,4,Y,No,15,3,3,80,0,11,0,3,5,3,0,2,2020-12-30,,2025-12-31,0,45+,4-5 years,Q1 Low,9444.0
30,No,Travel_Rarely,784,Research & Development,11,4,Life Sciences,1,349,2,Female,52,3,1,Research Scientist,3,Married,4398,11691,1,Y,No,21,3,3,80,2,4,5,3,3,2,1,2,2022-01-25,,2025-12-31,0,26-34,2-3 years,Q1 Low,17592.0
24,Yes,Travel_Frequently,944,Research & Development,1,2,Medical,1,351,3,Female,82,2,2,Manufacturing Director,1,Married,8087,13453,5,Y,No,22,3,3,80,1,4,1,2,2,1,1,1,2023-09-22,2025-09-18,2025-12-31,1,18-25,2-3 years,Q3,48522.0
40,No,Travel_Rarely,560,Sales,6,3,Life Sciences,1,353,4,Female,50,3,2,Sales Executive,2,Married,10089,3656,1,Y,No,17,4,2,80,2,19,1,2,15,8,4,7,2010-06-25,,2025-12-31,0,35-44,11+ years,Q4 High,8071.2
43,No,Travel_Rarely,1274,Research & Development,3,4,Marketing,1,355,4,Female,66,3,2,Healthcare Representative,4,Divorced,8538,21742,0,Y,No,19,3,3,80,1,18,5,3,13,7,3,4,2012-06-03,,2025-12-31,0,35-44,11+ years,Q3,7881.2307692307695
35,No,Travel_Rarely,1163,Sales,3,3,Technical Degree,1,357,3,Female,78,2,4,Manager,4,Single,14000,8464,1,Y,Yes,13,4,1,80,0,6,2,3,3,2,1,1,2022-09-03,,2025-12-31,0,35-44,2-3 years,Q4 High,56000.0
50,No,Travel_Rarely,899,Research & Development,9,2,Technical Degree,1,359,3,Female,54,3,2,Manufacturing Director,4,Single,10490,3896,0,Y,No,13,3,3,80,0,20,1,3,16,9,6,5,2009-01-10,,2025-12-31,0,45+,11+ years,Q4 High,7867.5
25,No,Travel_Rarely,871,Research & Development,4,3,Medical,1,361,2,Male,68,3,1,Research Scientist,3,Divorced,6408,4108,8,Y,Yes,11,3,3,80,1,18,3,3,16,12,4,11,2009-02-21,,2025-12-31,0,18-25,11+ years,Q2,4806.0
43,No,Travel_Rarely,1463,Research & Development,2,3,Marketing,1,363,2,Male,59,3,1,Research Scientist,3,Single,7708,11353,6,Y,No,15,3,3,80,2,22,1,2,18,17,5,7,2007-07-09,,2025-12-31,0,35-44,11+ years,Q3,5138.666666666667
31,No,Travel_Frequently,273,Sales,5,3,Life Sciences,1,365,2,Male,72,3,2,Sales Executive,1,Married,10051,2125,1,Y,Yes,15,3,4,80,2,22,4,2,17,6,2,14,2008-01-27,,2025-12-31,0,26-34,11+ years,Q4 High,7094.823529411765
53,No,Travel_Rarely,686,Sales,2,2,Life Sciences,1,367,2,Female,83,3,2,Sales Executive,4,Married,8211,5775,1,Y,No,14,3,4,80,1,15,3,3,9,4,1,7,2016-12-01,,2025-12-31,0,45+,6-10 years,Q3,10948.0
55,No,Travel_Rarely,653,Research & Development,19,4,Marketing,1,369,4,Male,61,3,1,Research Scientist,1,Married,4696,22671,4,Y,Yes,12,3,4,80,1,9,0,2,5,2,1,3,2020-05-06,,2025-12-31,0,45+,4-5 years,Q1 Low,11270.4
30,No,Travel_Frequently,1220,Sales,13,4,Medical,1,371,1,Female,78,3,4,Manager,2,Married,16756,13477,1,Y,No,13,3,4,80,1,20,2,3,13,8,2,9,2012-10-05,,2025-12-31,0,26-34,11+ years,Q4 High,15467.076923076924
32,No,Travel_Rarely,266,Sales,13,3,Other,1,373,2,Male,31,3,1,Sales Representative,3,Divorced,5959,20624,2,Y,Yes,12,3,4,80,0,10,3,2,6,2,2,1,2019-08-15,,2025-12-31,0,26-34,6-10 years,Q2,11918.0
45,Yes,Travel_Rarely,297,Research & Development,4,3,Life Sciences,1,375,1,Female,76,2,1,Research Scientist,2,Single,5175,18972,3,Y,No,22,3,4,80,0,11,1,3,9,6,1,5,2016-11-25,2021-10-08,2025-12-31,1,45+,6-10 years,Q2,6900.0
33,No,Travel_Rarely,539,Research & Development,11,4,Technical Degree,1,377,3,Male,52,3,1,Laboratory Technician,1,Married,5311,21478,1,Y,No,23,3,4,80,1,6,3,3,5,5,2,4,2020-12-04,,2025-12-31,0,26-34,4-5 years,Q2,12746.4
36,Yes,Travel_Frequently,658,Research & Development,9,2,Medical,1,379,2,Female,35,3,1,Laboratory Technician,4,Single,3341,8526,0,Y,Yes,11,3,4,80,0,9,6,3,7,2,2,2,2018-09-20,2023-12-30,2025-12-31,1,35-44,6-10 years,Q1 Low,5727.428571428572
37,No,Travel_Rarely,613,Research & Development,4,2,Marketing,1,381,3,Male,70,3,1,Laboratory Technician,2,Single,4251,5227,0,Y,No,12,3,1,80,1,5,2,3,3,2,1,1,2022-12-08,,2025-12-31,0,35-44,2-3 years,Q1 Low,17004.0
19,Yes,Travel_Rarely,1225,Sales,8,3,Marketing,1,383,1,Male,71,2,1,Sales Representative,1,Divorced,3562,11308,1,Y,Yes,21,3,1,80,0,14,2,3,12,10,2,3,2013-04-04,2025-01-24,2025-12-31,1,18-25,11+ years,Q1 Low,3562.0
37,No,Travel_Rarely,1305,Sales,2,4,Technical Degree,1,385,2,Male,82,3,4,Manager,1,Divorced,14559,11017,2,Y,No,11,3,4,80,0,12,2,3,10,4,2,6,2015-09-27,,2025-12-31,0,35-44,6-10 years,Q4 High,17470.8
31,No,Travel_Frequently,955,Research & Development,3,1,Life Sciences,1,387,1,Female,68,3,1,Laboratory Technician,2,Single,2573,20087,3,Y,No,22,3,3,80,1,5,3,3,2,1,0,1,2023-12-17,,2025-12-31,0,26-34,2-3 years,Q1 Low,15438.0
32,No,Travel_Rarely,513,Research & Development,8,5,Human Resources,1,389,3,Male,39,4,4,Manager,1,Single,15774,25231,3,Y,Yes,14,3,4,80,1,12,4,3,6,4,1,3,2019-10-23,,2025-12-31,0,26-34,6-10 years,Q4 High,31548.0
50,No,Non-Travel,590,Research & Development,5,3,Life Sciences,1,391,1,Male,79,3,2,Healthcare Representative,4,Single,8776,17786,2,Y,No,15,4,2,80,0,16,6,3,14,5,5,9,2011-06-20,,2025-12-31,0,45+,11+ years,Q3,7522.285714285715
25,No,Travel_Rarely,1339,Sales,10,3,Life Sciences,1,393,3,Female,37,3,2,Sales Executive,2,Single,6411,14135,0,Y,No,18,3,3,80,3,13,6,3,4,3,1,1,2021-10-09,,2025-12-31,0,18-25,4-5 years,Q2,19233.0
44,No,Travel_Frequently,641,Sales,4,2,Medical,1,395,3,Female,30,3,4,Manager,4,Married,13842,24601,3,Y,Yes,13,3,4,80,0,7,6,3,4,2,1,3,2021-05-29,,2025-12-31,0,35-44,4-5 years,Q4 High,41526.0
34,Yes,Travel_Rarely,350,Sales,6,2,Marketing,1,397,3,Female,98,4,2,Sales Executive,1,Married,5728,26427,1,Y,Yes,12,3,4,80,1,9,2,3,6,4,2,1,2019-07-02,2025-12-12,2025-12-31,1,26-34,6-10 years,Q2,11456.0
34,No,Travel_Rarely,852,Sales,8,4,Medical,1,399,2,Male,30,3,4,Manager,3,Single,14148,19889,2,Y,Yes,19,3,1,80,2,9,6,4,4,3,1,1,2021-07-13,,2025-12-31,0,26-34,4-5 years,Q4 High,42444.0
